RecordID,Light,Hue,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
30.101,30,101,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.102,30,102,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.103,30,103,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.104,30,104,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.105,30,105,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.106,30,106,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.107,30,107,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.108,30,108,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.109,30,109,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.110,30,110,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.111,30,111,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.112,30,112,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.113,30,113,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.114,30,114,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.115,30,115,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.116,30,116,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.117,30,117,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.118,30,118,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.119,30,119,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.120,30,120,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.121,30,121,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.122,30,122,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.123,30,123,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#2b4423,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
30.124,30,124,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#5f6468,#007171,#007171,#007171,#007171,#007171,#007171,#007171,#007171,#007171,#007171,#007171,#007171,#007171,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#21772f,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a,#14b25a
